barcode,name,old_score,old_grade,new_score,new_grade,score_delta,grade_changed,binding_cap,nova,context_flag,category,d4_score_penalty,driver
7290119043095,עוגיות שיבולת שועל — לה פזואלוס,21.5,E,21.5,E,0.0,False,45,4,,biscuit,0,binding_cap=45 | cap:ISRAELI_RED_LABEL_1_SUGAR | cap:ISRAELI_RED_LABELS_2_PLUS | pen-5:HIGH_CAL_HIGH_SUGAR_SOFT | pen-3:SEED_OIL_PRESENT
7290119043149,עוגיות בטעם חמאה,55.0,C,55.0,C,0.0,False,55,2,,biscuit,0,binding_cap=55 | cap:ISRAELI_RED_LABEL_1_SAT_FAT
7290119043743,עוגיות מרוקאיות — לה פזואלוס,48.7,D,48.7,D,0.0,False,55,4,,biscuit,0,binding_cap=55 | cap:NOVA_PROXY_4_ULTRA_PROCESSED | cap:ISRAELI_RED_LABEL_1_SAT_FAT
7290119043798,עוגיות אוזניות — לה פזואלוס,26.7,E,26.7,E,0.0,False,45,4,,biscuit,0,binding_cap=45 | cap:ISRAELI_RED_LABEL_1_SUGAR | cap:ISRAELI_RED_LABELS_2_PLUS | pen-5:HIGH_CAL_HIGH_SUGAR_SOFT | pen-3:SEED_OIL_PRESENT
7290119043897,עוגיות רולדה תמרים,13.4,E,17.4,E,4.0,False,45,4,,biscuit,0,binding_cap=45 | cap:ISRAELI_RED_LABEL_1_SUGAR | cap:ISRAELI_RED_LABELS_2_PLUS | pen-5:MULTIPLE_ADDED_SUGAR_MARKERS | pen-5:HIGH_CAL_HIGH_SUGAR_SOFT
7290122781359,מיני עוגיות קלאסי פיטנס 80 גרם פיטנס,53.4,C,53.4,C,0.0,False,72,3,,biscuit,0,binding_cap=72 | cap:ADDITIVE_MARKERS_3_PLUS | cap:NOVA_PROXY_3_PROCESSED | pen-3:SEED_OIL_PRESENT
7290123330488,"עוגיות בוטנים כשל""פ — לה פזואלוס",21.3,E,23.3,E,2.0,False,55,4,,biscuit,0,binding_cap=55 | cap:HIGH_SUGAR_25G_PLUS | cap:ISRAELI_RED_LABEL_1_SUGAR | pen-5:HIGH_CAL_HIGH_SUGAR_SOFT | pen-4:LONG_INGREDIENT_LIST
7296073161981,עוגיות במילוי קרם שוקולד,15.7,E,15.7,E,0.0,False,45,4,,snack_bar_granola,0,binding_cap=45 | cap:HIGH_CAL_HIGH_SUGAR_SEVERE | cap:HIGH_CAL_HIGH_SUGAR_MODERATE | pen-5:HIGH_CAL_HIGH_SUGAR_SOFT | pen-6:HIGH_CAL_LOW_SATIETY_SOFT
7296073162001,עוגיות במילוי קרם אגוזים,20.7,E,20.7,E,0.0,False,45,4,,whole_food_fat,0,binding_cap=45 | cap:HIGH_CAL_HIGH_SUGAR_SEVERE | cap:HIGH_CAL_HIGH_SUGAR_MODERATE | pen-5:MULTIPLE_ADDED_SUGAR_MARKERS | pen-5:HIGH_CAL_HIGH_SUGAR_SOFT
7296073453840,קוקיס שבבי שוקולד חלבי,33.1,E,33.1,E,0.0,False,55,3,,snack_bar_granola,0,binding_cap=55 | cap:SNACK_BAR_HIGH_CAL | cap:NOVA_PROXY_3_PROCESSED | pen-6:HIGH_CAL_LOW_SATIETY_SOFT | pen-6.0:HP_FAT_SODIUM_COMBO
7296073453857,קוקיס שוקולד לבן חלבי,32.7,E,32.7,E,0.0,False,55,3,,snack_bar_granola,0,binding_cap=55 | cap:SNACK_BAR_HIGH_CAL | cap:NOVA_PROXY_3_PROCESSED | pen-6:HIGH_CAL_LOW_SATIETY_SOFT | pen-6.0:HP_FAT_SODIUM_COMBO
7296073529019,קוקיס שוקולד מריר חלבי,16.7,E,16.7,E,0.0,False,45,3,,snack_bar_granola,0,binding_cap=45 | cap:HIGH_CAL_HIGH_SUGAR_MODERATE | cap:HIGH_SUGAR_25G_PLUS | pen-5:HIGH_CAL_HIGH_SUGAR_SOFT | pen-6:HIGH_CAL_LOW_SATIETY_SOFT
7296073529026,קוקיס שוקו+שבבי שוקולד,16.7,E,16.7,E,0.0,False,45,3,,snack_bar_granola,0,binding_cap=45 | cap:HIGH_CAL_HIGH_SUGAR_MODERATE | cap:HIGH_SUGAR_25G_PLUS | pen-5:HIGH_CAL_HIGH_SUGAR_SOFT | pen-6:HIGH_CAL_LOW_SATIETY_SOFT
7296073659969,עוגיות חיות שוקו,15.2,E,15.2,E,0.0,False,45,4,,biscuit,0,binding_cap=45 | cap:HIGH_CAL_HIGH_SUGAR_MODERATE | cap:ISRAELI_RED_LABEL_1_SUGAR | pen-5:HIGH_CAL_HIGH_SUGAR_SOFT | pen-6:HIGH_CAL_LOW_SATIETY_SOFT
74184,פתי בר קלאסי — אסם,21.4,E,21.4,E,0.0,False,55,4,,biscuit,0,binding_cap=55 | cap:ISRAELI_RED_LABEL_1_SUGAR | cap:NOVA_PROXY_4_ULTRA_PROCESSED | pen-5:HIGH_CAL_HIGH_SUGAR_SOFT | pen-6:HIGH_CAL_LOW_SATIETY_SOFT
7622201401900,עוגיות מילקה סנסיישן אוראו 156 גרם מילקה,15.2,E,15.2,E,0.0,False,45,4,,biscuit,0,binding_cap=45 | cap:HIGH_CAL_HIGH_SUGAR_SEVERE | cap:HIGH_CAL_HIGH_SUGAR_MODERATE | pen-5:MULTIPLE_ADDED_SUGAR_MARKERS | pen-5:HIGH_CAL_HIGH_SUGAR_SOFT
7622201809188,ביסקוויט מילקה,14.8,E,14.0,E,-0.8,False,45,4,,snack_bar_granola,0,binding_cap=45 | cap:HIGH_CAL_HIGH_SUGAR_MODERATE | cap:HIGH_SUGAR_25G_PLUS | pen-5:HIGH_CAL_HIGH_SUGAR_SOFT | pen-6:HIGH_CAL_LOW_SATIETY_SOFT
7622210137234,עוגיות אוראו דאבל קרם וניל אוראו,16.0,E,16.0,E,0.0,False,45,4,,dessert,0,binding_cap=45 | cap:HIGH_CAL_HIGH_SUGAR_SEVERE | cap:HIGH_CAL_HIGH_SUGAR_MODERATE | pen-5:MULTIPLE_ADDED_SUGAR_MARKERS | pen-5:HIGH_CAL_HIGH_SUGAR_SOFT
7622210453327,עוגיות מילקה סנסיישן 156 גרם מילקה,12.1,E,10.5,E,-1.6,False,45,4,,snack_bar_granola,0,binding_cap=45 | cap:HIGH_CAL_HIGH_SUGAR_SEVERE | cap:HIGH_CAL_HIGH_SUGAR_MODERATE | pen-5:MULTIPLE_ADDED_SUGAR_MARKERS | pen-5:HIGH_CAL_HIGH_SUGAR_SOFT
7622300356767,עוגיות שוקולד צ'יפס,15.1,E,15.8,E,0.7,False,45,4,,snack_bar_granola,0,binding_cap=45 | cap:HIGH_CAL_HIGH_SUGAR_MODERATE | cap:HIGH_SUGAR_25G_PLUS | pen-5:MULTIPLE_ADDED_SUGAR_MARKERS | pen-5:HIGH_CAL_HIGH_SUGAR_SOFT
7622300489427,עוגיות אוראו בציפוי שוקולד לבן 246 גרם אוראו,16.5,E,16.5,E,0.0,False,45,4,,snack_bar_granola,0,binding_cap=45 | cap:HIGH_CAL_HIGH_SUGAR_SEVERE | cap:HIGH_CAL_HIGH_SUGAR_MODERATE | pen-5:MULTIPLE_ADDED_SUGAR_MARKERS | pen-5:HIGH_CAL_HIGH_SUGAR_SOFT
7622300489434,עוגיות אוראו בציפוי שוקולד חלב 246 גרם אוראו,15.3,E,15.3,E,0.0,False,45,4,,snack_bar_granola,0,binding_cap=45 | cap:HIGH_CAL_HIGH_SUGAR_SEVERE | cap:HIGH_CAL_HIGH_SUGAR_MODERATE | pen-5:MULTIPLE_ADDED_SUGAR_MARKERS | pen-5:HIGH_CAL_HIGH_SUGAR_SOFT
8000500366073,ביסקוויט נוטלה,16.2,E,16.2,E,0.0,False,45,4,,biscuit,0,binding_cap=45 | cap:HIGH_CAL_HIGH_SUGAR_SEVERE | cap:HIGH_CAL_HIGH_SUGAR_MODERATE | pen-5:MULTIPLE_ADDED_SUGAR_MARKERS | pen-5:HIGH_CAL_HIGH_SUGAR_SOFT
80083665,עוגיות אורגניות+שוקולד — גנדולה,26.7,E,26.7,E,0.0,False,55,3,,biscuit,0,binding_cap=55 | cap:HIGH_CAL_HIGH_SUGAR_MODERATE | cap:ISRAELI_RED_LABEL_1_SUGAR | pen-5:MULTIPLE_ADDED_SUGAR_MARKERS | pen-5:HIGH_CAL_HIGH_SUGAR_SOFT
80083764,עוגיות דגנים עם ש.שועל,55.0,C,55.0,C,0.0,False,60,2,,snack_bar_granola,0,binding_cap=60 | cap:SNACK_BAR_HIGH_CAL_SUGAR | cap:SNACK_BAR_HIGH_CAL | pen-5:HIGH_CAL_HIGH_SUGAR_SOFT
8008698037171,עוגיות חמאה ללא גלוטן — שר,22.8,E,22.8,E,0.0,False,45,3,,biscuit,0,binding_cap=45 | cap:HIGH_CAL_HIGH_SUGAR_MODERATE | cap:ISRAELI_RED_LABEL_1_SUGAR | pen-5:HIGH_CAL_HIGH_SUGAR_SOFT | pen-6:HIGH_CAL_LOW_SATIETY_SOFT
8410376037784,עוגיות סנדוויץ' שוקולד גולון,30.1,E,30.1,E,0.0,False,55,4,,biscuit,0,binding_cap=55 | cap:NOVA_PROXY_4_ULTRA_PROCESSED | cap:ADDITIVE_MARKERS_3_PLUS | pen-4:LONG_INGREDIENT_LIST | pen-3:SEED_OIL_PRESENT
8410376075915,"עוגיות+שבבי שוקולד לל""ג",27.6,E,27.6,E,0.0,False,55,3,,biscuit,0,binding_cap=55 | cap:ISRAELI_RED_LABEL_1_SUGAR | cap:NOVA_PROXY_3_PROCESSED | pen-5:HIGH_CAL_HIGH_SUGAR_SOFT | pen-6:HIGH_CAL_LOW_SATIETY_SOFT
8710502064814,עוגיות שוקוצ'יפס מרקם רך,11.2,E,11.2,E,0.0,False,45,4,,biscuit,0,binding_cap=45 | cap:HIGH_CAL_HIGH_SUGAR_MODERATE | cap:HIGH_SUGAR_25G_PLUS | pen-5:MULTIPLE_ADDED_SUGAR_MARKERS | pen-5:HIGH_CAL_HIGH_SUGAR_SOFT
8710502139017,מרבה עוגיות טריפל שוקולד ציפס מרבה,18.1,E,18.1,E,0.0,False,45,3,,biscuit,0,binding_cap=45 | cap:HIGH_CAL_HIGH_SUGAR_MODERATE | cap:HIGH_SUGAR_25G_PLUS | pen-5:MULTIPLE_ADDED_SUGAR_MARKERS | pen-5:HIGH_CAL_HIGH_SUGAR_SOFT
8710502279010,עוג. שוקולד צ'יפס מצופות,17.7,E,17.7,E,0.0,False,45,3,,snack_bar_granola,0,binding_cap=45 | cap:HIGH_CAL_HIGH_SUGAR_SEVERE | cap:HIGH_CAL_HIGH_SUGAR_MODERATE | pen-5:HIGH_CAL_HIGH_SUGAR_SOFT | pen-6:HIGH_CAL_LOW_SATIETY_SOFT
8710502405204,מרבה עוגיות ממולאות קרם שוקולד מרבה,18.1,E,17.4,E,-0.7,False,45,3,,snack_bar_granola,0,binding_cap=45 | cap:HIGH_CAL_HIGH_SUGAR_SEVERE | cap:HIGH_CAL_HIGH_SUGAR_MODERATE | pen-5:MULTIPLE_ADDED_SUGAR_MARKERS | pen-5:HIGH_CAL_HIGH_SUGAR_SOFT
8710502470028,עוגיות שוקוצ'יפס נוגטלי,15.5,E,15.5,E,0.0,False,45,4,,biscuit,0,binding_cap=45 | cap:HIGH_CAL_HIGH_SUGAR_SEVERE | cap:HIGH_CAL_HIGH_SUGAR_MODERATE | pen-5:MULTIPLE_ADDED_SUGAR_MARKERS | pen-5:HIGH_CAL_HIGH_SUGAR_SOFT
960860015432,"עוגיות ללת""ס מקמח מלא — אביבה",46.0,D,46.0,D,0.0,False,60,4,,biscuit,0,binding_cap=60 | cap:NOVA_PROXY_4_ULTRA_PROCESSED | cap:ADDITIVE_MARKERS_5_PLUS | pen-4:LONG_INGREDIENT_LIST | pen-3:SEED_OIL_PRESENT
99804,עוגיות שוקולד לבן חלבי — שופרסל,17.6,E,16.9,E,-0.7,False,45,3,,snack_bar_granola,0,binding_cap=45 | cap:HIGH_CAL_HIGH_SUGAR_MODERATE | cap:HIGH_SUGAR_25G_PLUS | pen-5:HIGH_CAL_HIGH_SUGAR_SOFT | pen-6:HIGH_CAL_LOW_SATIETY_SOFT
